text,label,clean_text
we need help abeg for Ikorodu o. This Lagos flood no be small thing.,negative,need help please ikorodu lagos flood serious
Government just sent trucks to Ajah. Thank God things are improving. 🙏,positive,government sent truck ajah thank god thing improving
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
Rescue teams just arrived at Lekki. Thank God things are improving. 🙏,positive,rescue team arrived lekki thank god thing improving
I dey stranded for for Ikorodu o. This Lagos flood no be small thing.,negative,stranded ikorodu lagos flood serious
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
Cars are stuck in the water in Victoria Island. #LagosFlood #flood,negative,car stuck water victoria island lagosflood flood
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
LASEMA is finally on ground at Yaba. Thank God things are improving. 🙏,positive,lasema finally ground yaba thank god thing improving
Rescue teams just arrived at Lekki. Thank God things are improving. 🙏,positive,rescue team arrived lekki thank god thing improving
water don full everywhere for Agege o. This Lagos flood no be small thing.,negative,water already full everywhere agege lagos flood serious
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
Rescue teams just arrived at Yaba. Thank God things are improving. 🙏,positive,rescue team arrived yaba thank god thing improving
Government just sent trucks to Yaba. Thank God things are improving. 🙏,positive,government sent truck yaba thank god thing improving
we need help abeg for Lekki o. This Lagos flood no be small thing.,negative,need help please lekki lagos flood serious
Serious downpour this morning around Surulere. #Lagos #rain,neutral,serious downpour morning around surulere lagos rain
NEMA where una dey for Agege o. This Lagos flood no be small thing.,negative,nema agege lagos flood serious
Serious downpour this morning around Iyana Ipaja. #Lagos #rain,neutral,serious downpour morning around iyana ipaja lagos rain
Government just sent trucks to Ikorodu. Thank God things are improving. 🙏,positive,government sent truck ikorodu thank god thing improving
Government just sent trucks to Victoria Island. Thank God things are improving. 🙏,positive,government sent truck victoria island thank god thing improving
Update: water level rising in Iyana Ipaja. #Lagos #rain,neutral,update water level rising iyana ipaja lagos rain
Flood reported in parts of Victoria Island. #Lagos #rain,neutral,flood reported part victoria island lagos rain
Government just sent trucks to Victoria Island. Thank God things are improving. 🙏,positive,government sent truck victoria island thank god thing improving
Serious downpour this morning around Ajah. #Lagos #rain,neutral,serious downpour morning around ajah lagos rain
Cars are stuck in the water in Ikeja. #LagosFlood #flood,negative,car stuck water ikeja lagosflood flood
I dey stranded for for Ajah o. This Lagos flood no be small thing.,negative,stranded ajah lagos flood serious
Government just sent trucks to Ajah. Thank God things are improving. 🙏,positive,government sent truck ajah thank god thing improving
Government just sent trucks to Ikorodu. Thank God things are improving. 🙏,positive,government sent truck ikorodu thank god thing improving
My street is completely flooded in Victoria Island. #LagosFlood #flood,negative,street completely flooded victoria island lagosflood flood
I dey stranded for for Ajah o. This Lagos flood no be small thing.,negative,stranded ajah lagos flood serious
water don full everywhere for Iyana Ipaja o. This Lagos flood no be small thing.,negative,water already full everywhere iyana ipaja lagos flood serious
Water is going down gradually in Ikeja. Thank God things are improving. 🙏,positive,water going gradually ikeja thank god thing improving
house don flood for Iyana Ipaja o. This Lagos flood no be small thing.,negative,house already flood iyana ipaja lagos flood serious
Serious downpour this morning around Lekki. #Lagos #rain,neutral,serious downpour morning around lekki lagos rain
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
LASEMA never show for Ikeja o. This Lagos flood no be small thing.,negative,lasema never show ikeja lagos flood serious
Rescue teams just arrived at Ikorodu. Thank God things are improving. 🙏,positive,rescue team arrived ikorodu thank god thing improving
My street is completely flooded in Ikeja. #LagosFlood #flood,negative,street completely flooded ikeja lagosflood flood
Rescue teams just arrived at Ikorodu. Thank God things are improving. 🙏,positive,rescue team arrived ikorodu thank god thing improving
house don flood for Ajah o. This Lagos flood no be small thing.,negative,house already flood ajah lagos flood serious
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
It rained heavily in Agege. #Lagos #rain,neutral,rained heavily agege lagos rain
Update: water level rising in Ikorodu. #Lagos #rain,neutral,update water level rising ikorodu lagos rain
Flood reported in parts of Lekki. #Lagos #rain,neutral,flood reported part lekki lagos rain
road don block finish for Surulere o. This Lagos flood no be small thing.,negative,road already block finish surulere lagos flood serious
LASEMA is finally on ground at Yaba. Thank God things are improving. 🙏,positive,lasema finally ground yaba thank god thing improving
we need help abeg for Iyana Ipaja o. This Lagos flood no be small thing.,negative,need help please iyana ipaja lagos flood serious
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
Water is going down gradually in Surulere. Thank God things are improving. 🙏,positive,water going gradually surulere thank god thing improving
Traffic is slow because of water on the road in Iyana Ipaja. #Lagos #rain,neutral,traffic slow water road iyana ipaja lagos rain
road don block finish for Lekki o. This Lagos flood no be small thing.,negative,road already block finish lekki lagos flood serious
road don block finish for Ajah o. This Lagos flood no be small thing.,negative,road already block finish ajah lagos flood serious
Neighbours are helping each other at Ikeja. Thank God things are improving. 🙏,positive,neighbour helping ikeja thank god thing improving
Cars are stuck in the water in Ajah. #LagosFlood #flood,negative,car stuck water ajah lagosflood flood
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
My street is completely flooded in Yaba. #LagosFlood #flood,negative,street completely flooded yaba lagosflood flood
Serious downpour this morning around Victoria Island. #Lagos #rain,neutral,serious downpour morning around victoria island lagos rain
Government just sent trucks to Ajah. Thank God things are improving. 🙏,positive,government sent truck ajah thank god thing improving
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
Update: water level rising in Yaba. #Lagos #rain,neutral,update water level rising yaba lagos rain
Flood reported in parts of Agege. #Lagos #rain,neutral,flood reported part agege lagos rain
Rescue teams just arrived at Iyana Ipaja. Thank God things are improving. 🙏,positive,rescue team arrived iyana ipaja thank god thing improving
Serious downpour this morning around Surulere. #Lagos #rain,neutral,serious downpour morning around surulere lagos rain
LASEMA never show for Ajah o. This Lagos flood no be small thing.,negative,lasema never show ajah lagos flood serious
The drainage has totally failed in Yaba. #LagosFlood #flood,negative,drainage totally failed yaba lagosflood flood
Flood reported in parts of Surulere. #Lagos #rain,neutral,flood reported part surulere lagos rain
Water is going down gradually in Ikeja. Thank God things are improving. 🙏,positive,water going gradually ikeja thank god thing improving
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
Neighbours are helping each other at Lekki. Thank God things are improving. 🙏,positive,neighbour helping lekki thank god thing improving
Rescue teams just arrived at Lekki. Thank God things are improving. 🙏,positive,rescue team arrived lekki thank god thing improving
It rained heavily in Victoria Island. #Lagos #rain,neutral,rained heavily victoria island lagos rain
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
This flood is getting worse in Ajah. #LagosFlood #flood,negative,flood getting worse ajah lagosflood flood
My street is completely flooded in Ajah. #LagosFlood #flood,negative,street completely flooded ajah lagosflood flood
Traffic is slow because of water on the road in Ikeja. #Lagos #rain,neutral,traffic slow water road ikeja lagos rain
NEMA where una dey for Surulere o. This Lagos flood no be small thing.,negative,nema surulere lagos flood serious
Flood reported in parts of Iyana Ipaja. #Lagos #rain,neutral,flood reported part iyana ipaja lagos rain
road don block finish for Victoria Island o. This Lagos flood no be small thing.,negative,road already block finish victoria island lagos flood serious
The drainage has totally failed in Ikeja. #LagosFlood #flood,negative,drainage totally failed ikeja lagosflood flood
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
People are trapped in their houses in Ikorodu. #LagosFlood #flood,negative,people trapped house ikorodu lagosflood flood
Government just sent trucks to Agege. Thank God things are improving. 🙏,positive,government sent truck agege thank god thing improving
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
It rained heavily in Iyana Ipaja. #Lagos #rain,neutral,rained heavily iyana ipaja lagos rain
Rescue teams just arrived at Surulere. Thank God things are improving. 🙏,positive,rescue team arrived surulere thank god thing improving
Serious downpour this morning around Ikorodu. #Lagos #rain,neutral,serious downpour morning around ikorodu lagos rain
Traffic is slow because of water on the road in Lekki. #Lagos #rain,neutral,traffic slow water road lekki lagos rain
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
People are trapped in their houses in Iyana Ipaja. #LagosFlood #flood,negative,people trapped house iyana ipaja lagosflood flood
I dey stranded for for Yaba o. This Lagos flood no be small thing.,negative,stranded yaba lagos flood serious
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
we need help abeg for Yaba o. This Lagos flood no be small thing.,negative,need help please yaba lagos flood serious
The drainage has totally failed in Ajah. #LagosFlood #flood,negative,drainage totally failed ajah lagosflood flood
Flood reported in parts of Agege. #Lagos #rain,neutral,flood reported part agege lagos rain
People are trapped in their houses in Surulere. #LagosFlood #flood,negative,people trapped house surulere lagosflood flood
Water is going down gradually in Ikorodu. Thank God things are improving. 🙏,positive,water going gradually ikorodu thank god thing improving
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
Cars are stuck in the water in Lekki. #LagosFlood #flood,negative,car stuck water lekki lagosflood flood
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
My street is completely flooded in Surulere. #LagosFlood #flood,negative,street completely flooded surulere lagosflood flood
LASEMA is finally on ground at Ikorodu. Thank God things are improving. 🙏,positive,lasema finally ground ikorodu thank god thing improving
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
water don full everywhere for Victoria Island o. This Lagos flood no be small thing.,negative,water already full everywhere victoria island lagos flood serious
Traffic is slow because of water on the road in Ikeja. #Lagos #rain,neutral,traffic slow water road ikeja lagos rain
road don block finish for Yaba o. This Lagos flood no be small thing.,negative,road already block finish yaba lagos flood serious
My street is completely flooded in Surulere. #LagosFlood #flood,negative,street completely flooded surulere lagosflood flood
Water is going down gradually in Ikorodu. Thank God things are improving. 🙏,positive,water going gradually ikorodu thank god thing improving
My street is completely flooded in Lekki. #LagosFlood #flood,negative,street completely flooded lekki lagosflood flood
Serious downpour this morning around Ajah. #Lagos #rain,neutral,serious downpour morning around ajah lagos rain
Cars are stuck in the water in Lekki. #LagosFlood #flood,negative,car stuck water lekki lagosflood flood
no motor fit pass for Agege o. This Lagos flood no be small thing.,negative,motor fit pas agege lagos flood serious
Flood reported in parts of Ikeja. #Lagos #rain,neutral,flood reported part ikeja lagos rain
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
NEMA where una dey for Ikorodu o. This Lagos flood no be small thing.,negative,nema ikorodu lagos flood serious
Neighbours are helping each other at Iyana Ipaja. Thank God things are improving. 🙏,positive,neighbour helping iyana ipaja thank god thing improving
NEMA where una dey for Iyana Ipaja o. This Lagos flood no be small thing.,negative,nema iyana ipaja lagos flood serious
Cars are stuck in the water in Ajah. #LagosFlood #flood,negative,car stuck water ajah lagosflood flood
no motor fit pass for Ajah o. This Lagos flood no be small thing.,negative,motor fit pas ajah lagos flood serious
water don full everywhere for Iyana Ipaja o. This Lagos flood no be small thing.,negative,water already full everywhere iyana ipaja lagos flood serious
Traffic is slow because of water on the road in Agege. #Lagos #rain,neutral,traffic slow water road agege lagos rain
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
Update: water level rising in Iyana Ipaja. #Lagos #rain,neutral,update water level rising iyana ipaja lagos rain
Rescue teams just arrived at Iyana Ipaja. Thank God things are improving. 🙏,positive,rescue team arrived iyana ipaja thank god thing improving
Neighbours are helping each other at Iyana Ipaja. Thank God things are improving. 🙏,positive,neighbour helping iyana ipaja thank god thing improving
No rescue team yet in Agege. #LagosFlood #flood,negative,rescue team yet agege lagosflood flood
Flood reported in parts of Lekki. #Lagos #rain,neutral,flood reported part lekki lagos rain
Flood reported in parts of Ikeja. #Lagos #rain,neutral,flood reported part ikeja lagos rain
Water is going down gradually in Agege. Thank God things are improving. 🙏,positive,water going gradually agege thank god thing improving
Flood reported in parts of Iyana Ipaja. #Lagos #rain,neutral,flood reported part iyana ipaja lagos rain
no motor fit pass for Surulere o. This Lagos flood no be small thing.,negative,motor fit pas surulere lagos flood serious
no motor fit pass for Yaba o. This Lagos flood no be small thing.,negative,motor fit pas yaba lagos flood serious
Cars are stuck in the water in Ikeja. #LagosFlood #flood,negative,car stuck water ikeja lagosflood flood
Serious downpour this morning around Ikorodu. #Lagos #rain,neutral,serious downpour morning around ikorodu lagos rain
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
Cars are stuck in the water in Lekki. #LagosFlood #flood,negative,car stuck water lekki lagosflood flood
No rescue team yet in Yaba. #LagosFlood #flood,negative,rescue team yet yaba lagosflood flood
Serious downpour this morning around Yaba. #Lagos #rain,neutral,serious downpour morning around yaba lagos rain
It rained heavily in Surulere. #Lagos #rain,neutral,rained heavily surulere lagos rain
The drainage has totally failed in Surulere. #LagosFlood #flood,negative,drainage totally failed surulere lagosflood flood
Water is going down gradually in Ikorodu. Thank God things are improving. 🙏,positive,water going gradually ikorodu thank god thing improving
we need help abeg for Surulere o. This Lagos flood no be small thing.,negative,need help please surulere lagos flood serious
Water is going down gradually in Yaba. Thank God things are improving. 🙏,positive,water going gradually yaba thank god thing improving
road don block finish for Ajah o. This Lagos flood no be small thing.,negative,road already block finish ajah lagos flood serious
Serious downpour this morning around Surulere. #Lagos #rain,neutral,serious downpour morning around surulere lagos rain
Flood reported in parts of Surulere. #Lagos #rain,neutral,flood reported part surulere lagos rain
Update: water level rising in Iyana Ipaja. #Lagos #rain,neutral,update water level rising iyana ipaja lagos rain
Rescue teams just arrived at Yaba. Thank God things are improving. 🙏,positive,rescue team arrived yaba thank god thing improving
The drainage has totally failed in Lekki. #LagosFlood #flood,negative,drainage totally failed lekki lagosflood flood
Neighbours are helping each other at Ikorodu. Thank God things are improving. 🙏,positive,neighbour helping ikorodu thank god thing improving
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
Traffic is slow because of water on the road in Yaba. #Lagos #rain,neutral,traffic slow water road yaba lagos rain
Government just sent trucks to Ikorodu. Thank God things are improving. 🙏,positive,government sent truck ikorodu thank god thing improving
The drainage has totally failed in Ikeja. #LagosFlood #flood,negative,drainage totally failed ikeja lagosflood flood
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
Serious downpour this morning around Ajah. #Lagos #rain,neutral,serious downpour morning around ajah lagos rain
Update: water level rising in Victoria Island. #Lagos #rain,neutral,update water level rising victoria island lagos rain
Serious downpour this morning around Ikorodu. #Lagos #rain,neutral,serious downpour morning around ikorodu lagos rain
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
road don block finish for Victoria Island o. This Lagos flood no be small thing.,negative,road already block finish victoria island lagos flood serious
It rained heavily in Victoria Island. #Lagos #rain,neutral,rained heavily victoria island lagos rain
road don block finish for Lekki o. This Lagos flood no be small thing.,negative,road already block finish lekki lagos flood serious
It rained heavily in Surulere. #Lagos #rain,neutral,rained heavily surulere lagos rain
People are trapped in their houses in Yaba. #LagosFlood #flood,negative,people trapped house yaba lagosflood flood
NEMA where una dey for Iyana Ipaja o. This Lagos flood no be small thing.,negative,nema iyana ipaja lagos flood serious
Water is going down gradually in Ikeja. Thank God things are improving. 🙏,positive,water going gradually ikeja thank god thing improving
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
People are trapped in their houses in Surulere. #LagosFlood #flood,negative,people trapped house surulere lagosflood flood
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
Government just sent trucks to Iyana Ipaja. Thank God things are improving. 🙏,positive,government sent truck iyana ipaja thank god thing improving
Flood reported in parts of Ikeja. #Lagos #rain,neutral,flood reported part ikeja lagos rain
Serious downpour this morning around Ikeja. #Lagos #rain,neutral,serious downpour morning around ikeja lagos rain
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
Update: water level rising in Lekki. #Lagos #rain,neutral,update water level rising lekki lagos rain
The drainage has totally failed in Ikorodu. #LagosFlood #flood,negative,drainage totally failed ikorodu lagosflood flood
Neighbours are helping each other at Ikorodu. Thank God things are improving. 🙏,positive,neighbour helping ikorodu thank god thing improving
This flood is getting worse in Agege. #LagosFlood #flood,negative,flood getting worse agege lagosflood flood
NEMA where una dey for Iyana Ipaja o. This Lagos flood no be small thing.,negative,nema iyana ipaja lagos flood serious
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
house don flood for Victoria Island o. This Lagos flood no be small thing.,negative,house already flood victoria island lagos flood serious
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
Rescue teams just arrived at Agege. Thank God things are improving. 🙏,positive,rescue team arrived agege thank god thing improving
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
This flood is getting worse in Surulere. #LagosFlood #flood,negative,flood getting worse surulere lagosflood flood
Serious downpour this morning around Victoria Island. #Lagos #rain,neutral,serious downpour morning around victoria island lagos rain
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
LASEMA is finally on ground at Agege. Thank God things are improving. 🙏,positive,lasema finally ground agege thank god thing improving
road don block finish for Ajah o. This Lagos flood no be small thing.,negative,road already block finish ajah lagos flood serious
LASEMA is finally on ground at Victoria Island. Thank God things are improving. 🙏,positive,lasema finally ground victoria island thank god thing improving
Flood reported in parts of Yaba. #Lagos #rain,neutral,flood reported part yaba lagos rain
I dey stranded for for Agege o. This Lagos flood no be small thing.,negative,stranded agege lagos flood serious
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
Rescue teams just arrived at Yaba. Thank God things are improving. 🙏,positive,rescue team arrived yaba thank god thing improving
Flood reported in parts of Ikeja. #Lagos #rain,neutral,flood reported part ikeja lagos rain
house don flood for Lekki o. This Lagos flood no be small thing.,negative,house already flood lekki lagos flood serious
Cars are stuck in the water in Surulere. #LagosFlood #flood,negative,car stuck water surulere lagosflood flood
Neighbours are helping each other at Lekki. Thank God things are improving. 🙏,positive,neighbour helping lekki thank god thing improving
Government just sent trucks to Victoria Island. Thank God things are improving. 🙏,positive,government sent truck victoria island thank god thing improving
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
house don flood for Agege o. This Lagos flood no be small thing.,negative,house already flood agege lagos flood serious
house don flood for Ikorodu o. This Lagos flood no be small thing.,negative,house already flood ikorodu lagos flood serious
No rescue team yet in Surulere. #LagosFlood #flood,negative,rescue team yet surulere lagosflood flood
Flood reported in parts of Ajah. #Lagos #rain,neutral,flood reported part ajah lagos rain
Flood reported in parts of Ikorodu. #Lagos #rain,neutral,flood reported part ikorodu lagos rain
Serious downpour this morning around Lekki. #Lagos #rain,neutral,serious downpour morning around lekki lagos rain
Traffic is slow because of water on the road in Victoria Island. #Lagos #rain,neutral,traffic slow water road victoria island lagos rain
NEMA where una dey for Ikeja o. This Lagos flood no be small thing.,negative,nema ikeja lagos flood serious
Flood reported in parts of Ikorodu. #Lagos #rain,neutral,flood reported part ikorodu lagos rain
Cars are stuck in the water in Ajah. #LagosFlood #flood,negative,car stuck water ajah lagosflood flood
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
Government just sent trucks to Yaba. Thank God things are improving. 🙏,positive,government sent truck yaba thank god thing improving
My street is completely flooded in Ikorodu. #LagosFlood #flood,negative,street completely flooded ikorodu lagosflood flood
I dey stranded for for Yaba o. This Lagos flood no be small thing.,negative,stranded yaba lagos flood serious
Update: water level rising in Lekki. #Lagos #rain,neutral,update water level rising lekki lagos rain
LASEMA is finally on ground at Ajah. Thank God things are improving. 🙏,positive,lasema finally ground ajah thank god thing improving
Flood reported in parts of Lekki. #Lagos #rain,neutral,flood reported part lekki lagos rain
My street is completely flooded in Victoria Island. #LagosFlood #flood,negative,street completely flooded victoria island lagosflood flood
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
Serious downpour this morning around Yaba. #Lagos #rain,neutral,serious downpour morning around yaba lagos rain
no motor fit pass for Lekki o. This Lagos flood no be small thing.,negative,motor fit pas lekki lagos flood serious
Water is going down gradually in Surulere. Thank God things are improving. 🙏,positive,water going gradually surulere thank god thing improving
Water is going down gradually in Yaba. Thank God things are improving. 🙏,positive,water going gradually yaba thank god thing improving
Update: water level rising in Lekki. #Lagos #rain,neutral,update water level rising lekki lagos rain
house don flood for Yaba o. This Lagos flood no be small thing.,negative,house already flood yaba lagos flood serious
we need help abeg for Iyana Ipaja o. This Lagos flood no be small thing.,negative,need help please iyana ipaja lagos flood serious
People are trapped in their houses in Ajah. #LagosFlood #flood,negative,people trapped house ajah lagosflood flood
Government just sent trucks to Victoria Island. Thank God things are improving. 🙏,positive,government sent truck victoria island thank god thing improving
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Water is going down gradually in Surulere. Thank God things are improving. 🙏,positive,water going gradually surulere thank god thing improving
Traffic is slow because of water on the road in Yaba. #Lagos #rain,neutral,traffic slow water road yaba lagos rain
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
I dey stranded for for Lekki o. This Lagos flood no be small thing.,negative,stranded lekki lagos flood serious
The drainage has totally failed in Agege. #LagosFlood #flood,negative,drainage totally failed agege lagosflood flood
Neighbours are helping each other at Iyana Ipaja. Thank God things are improving. 🙏,positive,neighbour helping iyana ipaja thank god thing improving
People are trapped in their houses in Ajah. #LagosFlood #flood,negative,people trapped house ajah lagosflood flood
LASEMA is finally on ground at Ikeja. Thank God things are improving. 🙏,positive,lasema finally ground ikeja thank god thing improving
The drainage has totally failed in Ikorodu. #LagosFlood #flood,negative,drainage totally failed ikorodu lagosflood flood
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
Government just sent trucks to Lekki. Thank God things are improving. 🙏,positive,government sent truck lekki thank god thing improving
LASEMA is finally on ground at Yaba. Thank God things are improving. 🙏,positive,lasema finally ground yaba thank god thing improving
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
Update: water level rising in Yaba. #Lagos #rain,neutral,update water level rising yaba lagos rain
Flood reported in parts of Agege. #Lagos #rain,neutral,flood reported part agege lagos rain
People are trapped in their houses in Yaba. #LagosFlood #flood,negative,people trapped house yaba lagosflood flood
Serious downpour this morning around Yaba. #Lagos #rain,neutral,serious downpour morning around yaba lagos rain
People are trapped in their houses in Surulere. #LagosFlood #flood,negative,people trapped house surulere lagosflood flood
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
It rained heavily in Lekki. #Lagos #rain,neutral,rained heavily lekki lagos rain
Update: water level rising in Lekki. #Lagos #rain,neutral,update water level rising lekki lagos rain
People are trapped in their houses in Iyana Ipaja. #LagosFlood #flood,negative,people trapped house iyana ipaja lagosflood flood
Update: water level rising in Ajah. #Lagos #rain,neutral,update water level rising ajah lagos rain
LASEMA never show for Yaba o. This Lagos flood no be small thing.,negative,lasema never show yaba lagos flood serious
road don block finish for Ikeja o. This Lagos flood no be small thing.,negative,road already block finish ikeja lagos flood serious
Flood reported in parts of Yaba. #Lagos #rain,neutral,flood reported part yaba lagos rain
Neighbours are helping each other at Surulere. Thank God things are improving. 🙏,positive,neighbour helping surulere thank god thing improving
Government just sent trucks to Lekki. Thank God things are improving. 🙏,positive,government sent truck lekki thank god thing improving
Neighbours are helping each other at Surulere. Thank God things are improving. 🙏,positive,neighbour helping surulere thank god thing improving
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
Traffic is slow because of water on the road in Yaba. #Lagos #rain,neutral,traffic slow water road yaba lagos rain
It rained heavily in Yaba. #Lagos #rain,neutral,rained heavily yaba lagos rain
Flood reported in parts of Victoria Island. #Lagos #rain,neutral,flood reported part victoria island lagos rain
LASEMA is finally on ground at Victoria Island. Thank God things are improving. 🙏,positive,lasema finally ground victoria island thank god thing improving
My street is completely flooded in Ikeja. #LagosFlood #flood,negative,street completely flooded ikeja lagosflood flood
LASEMA never show for Ikorodu o. This Lagos flood no be small thing.,negative,lasema never show ikorodu lagos flood serious
Rescue teams just arrived at Lekki. Thank God things are improving. 🙏,positive,rescue team arrived lekki thank god thing improving
LASEMA is finally on ground at Lekki. Thank God things are improving. 🙏,positive,lasema finally ground lekki thank god thing improving
Neighbours are helping each other at Agege. Thank God things are improving. 🙏,positive,neighbour helping agege thank god thing improving
Government just sent trucks to Ikeja. Thank God things are improving. 🙏,positive,government sent truck ikeja thank god thing improving
My street is completely flooded in Lekki. #LagosFlood #flood,negative,street completely flooded lekki lagosflood flood
Serious downpour this morning around Yaba. #Lagos #rain,neutral,serious downpour morning around yaba lagos rain
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
house don flood for Ajah o. This Lagos flood no be small thing.,negative,house already flood ajah lagos flood serious
no motor fit pass for Victoria Island o. This Lagos flood no be small thing.,negative,motor fit pas victoria island lagos flood serious
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
The drainage has totally failed in Victoria Island. #LagosFlood #flood,negative,drainage totally failed victoria island lagosflood flood
People are trapped in their houses in Agege. #LagosFlood #flood,negative,people trapped house agege lagosflood flood
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
Traffic is slow because of water on the road in Lekki. #Lagos #rain,neutral,traffic slow water road lekki lagos rain
Serious downpour this morning around Ikeja. #Lagos #rain,neutral,serious downpour morning around ikeja lagos rain
Flood reported in parts of Iyana Ipaja. #Lagos #rain,neutral,flood reported part iyana ipaja lagos rain
NEMA where una dey for Ajah o. This Lagos flood no be small thing.,negative,nema ajah lagos flood serious
LASEMA never show for Lekki o. This Lagos flood no be small thing.,negative,lasema never show lekki lagos flood serious
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
Update: water level rising in Ikorodu. #Lagos #rain,neutral,update water level rising ikorodu lagos rain
Neighbours are helping each other at Surulere. Thank God things are improving. 🙏,positive,neighbour helping surulere thank god thing improving
